300
0	0	0
1	1	0
2	2	0
3	3	0
4	4	0
5	5	0
6	6	0
7	7	0
8	8	0
9	9	0
10	0	1
11	1	1
12	2	1
13	3	1
14	4	1
15	5	1
16	6	1
17	7	1
18	8	1
19	9	1
20	0	2
21	1	2
22	2	2
23	3	2
24	4	2
25	5	2
26	6	2
27	7	2
28	8	2
29	9	2
30	0	3
31	1	3
32	2	3
33	3	3
34	4	3
35	5	3
36	6	3
37	7	3
38	8	3
39	9	3
40	0	4
41	1	4
42	2	4
43	3	4
44	4	4
45	5	4
46	6	4
47	7	4
48	8	4
49	9	4
50	0	5
51	1	5
52	2	5
53	3	5
54	4	5
55	5	5
56	6	5
57	7	5
58	8	5
59	9	5
60	0	6
61	1	6
62	2	6
63	3	6
64	4	6
65	5	6
66	6	6
67	7	6
68	8	6
69	9	6
70	0	7
71	1	7
72	2	7
73	3	7
74	4	7
75	5	7
76	6	7
77	7	7
78	8	7
79	9	7
80	0	8
81	1	8
82	2	8
83	3	8
84	4	8
85	5	8
86	6	8
87	7	8
88	8	8
89	9	8
90	0	9
91	1	9
92	2	9
93	3	9
94	4	9
95	5	9
96	6	9
97	7	9
98	8	9
99	9	9
100	0	10
101	1	10
102	2	10
103	3	10
104	4	10
105	5	10
106	6	10
107	7	10
108	8	10
109	9	10
110	0	11
111	1	11
112	2	11
113	3	11
114	4	11
115	5	11
116	6	11
117	7	11
118	8	11
119	9	11
120	0	12
121	1	12
122	2	12
123	3	12
124	4	12
125	5	12
126	6	12
127	7	12
128	8	12
129	9	12
130	0	13
131	1	13
132	2	13
133	3	13
134	4	13
135	5	13
136	6	13
137	7	13
138	8	13
139	9	13
140	0	14
141	1	14
142	2	14
143	3	14
144	4	14
145	5	14
146	6	14
147	7	14
148	8	14
149	9	14
150	0	15
151	1	15
152	2	15
153	3	15
154	4	15
155	5	15
156	6	15
157	7	15
158	8	15
159	9	15
160	0	16
161	1	16
162	2	16
163	3	16
164	4	16
165	5	16
166	6	16
167	7	16
168	8	16
169	9	16
170	0	17
171	1	17
172	2	17
173	3	17
174	4	17
175	5	17
176	6	17
177	7	17
178	8	17
179	9	17
180	0	18
181	1	18
182	2	18
183	3	18
184	4	18
185	5	18
186	6	18
187	7	18
188	8	18
189	9	18
190	0	19
191	1	19
192	2	19
193	3	19
194	4	19
195	5	19
196	6	19
197	7	19
198	8	19
199	9	19
200	0	20
201	1	20
202	2	20
203	3	20
204	4	20
205	5	20
206	6	20
207	7	20
208	8	20
209	9	20
210	0	21
211	1	21
212	2	21
213	3	21
214	4	21
215	5	21
216	6	21
217	7	21
218	8	21
219	9	21
220	0	22
221	1	22
222	2	22
223	3	22
224	4	22
225	5	22
226	6	22
227	7	22
228	8	22
229	9	22
230	0	23
231	1	23
232	2	23
233	3	23
234	4	23
235	5	23
236	6	23
237	7	23
238	8	23
239	9	23
240	0	24
241	1	24
242	2	24
243	3	24
244	4	24
245	5	24
246	6	24
247	7	24
248	8	24
249	9	24
250	0	25
251	1	25
252	2	25
253	3	25
254	4	25
255	5	25
256	6	25
257	7	25
258	8	25
259	9	25
260	0	26
261	1	26
262	2	26
263	3	26
264	4	26
265	5	26
266	6	26
267	7	26
268	8	26
269	9	26
270	0	27
271	1	27
272	2	27
273	3	27
274	4	27
275	5	27
276	6	27
277	7	27
278	8	27
279	9	27
280	0	28
281	1	28
282	2	28
283	3	28
284	4	28
285	5	28
286	6	28
287	7	28
288	8	28
289	9	28
290	0	29
291	1	29
292	2	29
293	3	29
294	4	29
295	5	29
296	6	29
297	7	29
298	8	29
299	9	29
